"代號","名稱","成交","PER","累月營收年增(%)","累季獲利最新季度","最新累季每股盈餘(元)","最新年度每股盈餘(元)","2024年度每股盈餘(元)","2023年度每股盈餘(元)","成交價現金殖利率","2015年度淨利增減(%)","最新季度負債總額佔比(%)","2025年度ROE(%)","2024年度ROE(%)","2023年度ROE(%)","主要業務"
"1108","幸福","13.7","6.78","-18.6","26Q1","0.17","2.18","1.22","1.3","7.3","+23.9","47.6","16.1","9.63","10.6","有關水泥及水泥製品之工業及相關事業"
"1210","大成","57.6","13.7","+5.26","26Q1","0.94","4.33","4.21","4.81","5.21","-49.1","55.3","12.3","13.3","15.8","飼料大宗油脂肉品"
"1215","卜蜂","110.5","11.9","+3.9","26Q1","1.26","10.39","6.55","7.7","6.33","-12.2","66.1","25.6","17.8","22.9","各種飼料生產加工配製銷售進口及買賣各種禽畜育種、電動屠宰業務及各種禽畜加工品製品銷售各種肉類加工品與調理食品及蛋品生產銷售等業務"
"1240","茂生農經","58","12.4","+3.33","26Q1","0.89","4.86","4.34","4.12","5.17","","28.9","13.6","11.4","9.95","家禽(雞鴨鵝)家畜(豬)各項飼料及其原料之製造加工買賣倉庫租金收入,豬隻合作飼養肉豬銷售,有色雞合作飼養銷售蛋品銷售"
"1264","德麥","271","13","+5.93","26Q1","5.5","20.47","20.55","18.24","5.54","+24.8","31.6","20.1","21.9","20.6","專業進口烘焙原料銷售各式烘焙食品、乳製品、各式包裝材料及器具之銷售烘焙原料之預拌粉加工製造"
"1293","利統","27.7","12.5","+10.7","25Q4","2.21","2.21","2.16","1.68","5.42","","49","14.8","15.6","13.2","保健食品(含原料)研發及銷售植物用保鮮劑(乙烯阻斷劑) 研發及銷售動物、植物促長調節劑研發及銷售"
"1295","生合","47.95","10.9","-12.2","26Q1","0.39","5.29","5.43","3.68","6.26","","62","14.6","16.8","12.3","乳酸菌菌粉發酵劑/液飲品"
"1307","三芳","35","12.8","+3.71","26Q1","0.97","2.85","3.72","1.91","6.29","+13.6","45.9","11.1","15.4","8.73","聚氨基甲酸加工品之製銷事項不織布起毛布加工品製銷染整事項聚氯乙烯加工之製銷事項塑膠加工品生產技術研究改良事項各種皮革加工之製銷事項有關事業之投資經營事項"
"1319","東陽","75.4","13.5","-17","26Q1","1.62","6.43","7.4","5.1","6.63","+86.3","22.4","13.7","16.5","12.1","汽機車零件製造買賣各項模具製造買賣"
"1472","三洋實業","87.6","13.6","+4.5","26Q1","1.78","6.4","3.31","4.27","6.85","+42.7","55.6","15.5","8.96","12.9","營建工程營建工程"
"1475","業旺","27.4","10.7","-6.59","26Q1","0.88","2.72","7.22","7.9","5.47","+326","32.4","11.4","33.2","24.5","提花布銷售、紡織產品使用之染料及助劑銷售"
"1535","中宇","49.95","12.8","-22.2","26Q1","0.77","4","4.06","4.5","6.01","-25.3","44.2","13.1","13.6","15.5","環保工程機電工程代營運及機電維護"
"1580","新麥","123","9.77","-4.39","26Q1","2.73","12.54","13.59","12.01","6.91","-10.9","31.1","19.8","23.1","22.4","食品機器設備製造及買賣"
"1608","華榮","33.8","6.16","+16.3","26Q1","0.37","5.5","1.55","2.23","5.92","-1984","35.3","24.5","9.26","11.2","各種電線電纜及銅製品等之加工,製造,銷售及施工等各種電力,通信工程設計,施工維護及技術服務等各種電氣器具,電力及通信器材,通信用戶迴路配線器材等之製造買賣"
"1615","大山","44.5","9.39","-3.2","26Q1","0.94","4.81","3.96","3.21","5.62","-81","23","23.6","22.7","19","各項電線電纜之配件、絕緣材料、銅線之製造、加工及銷售。前各項有關機械及其配件之製造、加工及銷售。E601011電器承裝業。"
"1618","合機","40.75","8.96","-7.77","26Q1","1.57","4.21","3.71","2.01","4.17","+896","22.5","12.8","12.9","8.27","電線電纜、金屬之製造、加工、銷售電機、電氣器材及絕緣體材料之製造、加工、銷售前項各業務之進出口貿易、代理及經銷"
"1707","葡萄王","90.7","11.3","-1.66","26Q1","1.18","8.22","9.78","9.81","6.62","+11.6","23.5","15.6","18.5","18.8","藥品製劑、成藥及原料、醫療器材等之製造與買賣。雜項食品製造、冬蟲夏草食品之類似藥品劑型食品。飲料製造業、菌種業、生物技術服務業等。"
"1713","國化","49.3","11","+9.84","26Q1","1.36","3.87","10.31","2.32","6.29","-24.3","4","14.3","43.3","12.9","基本化學工業、化學原料批發(零售)業化妝品製(批)業、國際貿易業除許可業務外、得經營法令非限制或禁止之業務."
"1720","生達","63.3","11.7","+0.18","26Q1","1.3","5.19","4.93","4.67","3.16","-7.04","25","13.7","15.1","14.9","人用藥品健康食品"
"1730","花仙子","53.3","11.5","+0.69","26Q1","1.48","4.5","3.95","3.65","5.63","+27.5","19.1","14.8","13.9","13.4","家庭日用化學品工業類玻璃陶瓷餐具"
"1777","生泰","71.5","12.3","-10.4","26Q1","1.61","5.87","8.82","5.63","5.59","+22.1","17.9","10.2","16.1","11.1","西藥、動物用藥、化妝品及食品添加物之製造加工及販賣業務"
"1783","和康生","38.85","12.8","+6.07","26Q1","0.59","2.96","2.13","1.86","5.15","-231","18.3","18.2","13.9","12.5","生物高分子材料應用於生物醫材及醫美保養品的研發、製造及銷售"
"1817","凱撒衛","38.6","9.19","+0.44","26Q1","1.21","3.61","4.37","3.27","5.7","+26.9","18.9","11.5","14.8","11.7","各種衛浴設備、周邊製品之銷售"
"2006","東和鋼鐵","69","10.4","-3.35","26Q1","1.66","6.47","6.13","6.48","6.23","+20","37.4","14.2","14.2","15.8","鋼筋、扁鐵、角鐵、盤元、其他鋼鐵製品之製造加工銷售型鋼及合金鋼、工具鋼、高碳鋼、其他特殊鋼之製造加工銷售輪船解體、舊船買賣.....等"
"2013","中鋼構","44","13.7","-9.36","26Q1","0.66","3.19","2.7","2.68","5.45","-32.6","63.1","11.5","9.97","10.1","各類型鋼.鋼構架.機械體及水工機械之設計.製造.安裝及技術服務。金屬製品及加工用化學品之生產.進出口及買賣業務。各類環保工程(包含焚化爐、污染防治設備)之設計.製造.安裝。"
"2020","美亞","21.45","11.1","-5.48","26Q1","0.4","2.13","3.09","4.8","8.39","-255","54.5","12.5","19.1","29.4","鋼管(板)製造及銷售"
"2031","新光鋼","38.3","8.38","-4.24","26Q1","0.22","3.3","4.5","5.15","6.53","-274","60.9","8.87","12.1","15.6","各種鋼鐵整平裁剪加工買賣各種鋼構構件製作加工買賣各種鋼鐵代理報價買賣"
"2072","世紀風電","147","10.1","+56.2","26Q1","5.26","11.94","10.62","6.67","4.82","","23.9","10.6","11","11.9","離岸風電水下基礎製造、供應及專案管理"
"2109","華豐","14.7","12.1","-3.43","26Q1","0.41","1.16","1.61","1.51","3.4","-86.8","42","7.9","12","10.8","橡膠.塑膠製品之製造.加工及內外銷.有關上項之進出口業務.經營上項附帶業務."
"2204","中華","56.4","10.3","+10.8","26Q1","1.18","5.47","7.34","10.36","6.38","+23.8","24.9","7.71","10.5","15.7","汽車及相關零組件等之製造、銷售"
"2206","三陽工業","62","11","-3.55","26Q1","1.37","5.78","6.02","7.95","4.84","+1211","55.1","13.9","19","29.2","生產汽車、機車及其零件、引擎、模治具內外銷提供有關產品之技術服務及其諮詢顧問業務"
"2211","長榮鋼","95.5","11.7","-5.76","26Q1","1.07","8.6","6.12","8.8","6.81","","20.9","13","9.74","16.4","鋼結構製造貨櫃修理除許可業務外，得經營法令非禁止或限制之業務"
"2245","詠勝昌*","27.5","10.3","-4.44","25Q4","2.66","2.66","7.4","5.21","3.64","","37.7","15.2","19.8","15.6","汽車及其零件製造(限汽車零件),機車及其零件製造,汽機車零件配備批發業,模具製造業,模具批發業,電線及電纜製造業,電子零組件製造業,...等等"
"2248","華勝-KY","56.7","9.58","+36.2","26Q1","1.87","5.32","6.42","3.29","5.48","","44","17.1","24.5","15","汽車零件製造及銷售"
"2316","楠梓電","214","13.8","+31.5","26Q1","3.53","13.38","4.28","4.61","0.93","+1198","31.4","21.6","8.27","9.87","各類印刷電路板之製造,加工,組裝,銷售及服務."
"2357","華碩","667","11.9","+34.5","26Q1","13.19","59.99","42.27","21.44","6.3","-12.2","52.8","16.2","12.3","7.36","3C 資訊產品(含電腦系統產品、主機板及各類板卡及智慧型手機等手持裝置等)之設計、研發及銷售"
"2385","群光","105.5","11.9","-5.22","26Q1","2","9.05","12.43","10.35","6.82","-7.83","54.8","14.4","21.3","20.3","鍵盤製造及銷售數位影像產品之製造及銷售電源供應器產品之製造及銷售"
"2433","互盛電","42.05","13.7","+1.3","26Q1","0.51","3.05","3.28","3.39","6.42","+7.77","47.7","10.9","11.1","11.1","事務機器電腦傳真機之買賣進出口修理及出租業務電子及機械零組件買賣業務有(無)線通信傳輸設備之買賣及工程承包、裝設"
"2451","創見","258","8.31","+430","26Q1","18.93","12.98","5.39","4.63","4.57","-13.7","29.6","26","11.8","10.2","電腦等數位產品之記憶體擴充卡電腦週邊產品"
"2488","漢平","54.1","11.7","+14.5","26Q1","0.92","4.56","5.24","4.39","5.55","+31.5","25.7","13.2","16.1","14.6","電器製造業.照明設備製造業.資料儲存及處理設備製造業.無線通信機械器材製造業.電子零組件製造業國際貿易業.產品設計業.資訊軟體服務業"
"2496","卓越","64.2","10","+5.1","26Q1","1.65","6.12","7.02","5.48","4.67","+69.6","40.6","12.8","15.1","12.4","短期補習班及教育諮詢服務"
"2504","國產","32.5","9.88","-6.93","26Q1","0.7","3.3","3.9","3","8","-97.7","38.5","14.3","17.2","14.5","預拌混凝土不動產買賣.出租"
"2535","達欣工","88.9","10.7","+22.8","26Q1","2.88","6.5","5.21","3.77","5.17","-37.6","67.4","16.1","13.7","12.4","集合住宅商辦大樓等建築工程總承包晶圓廠、封測廠等高科技廠房工程總承包捷運、道路等交通工程統包及總承包"
"2539","櫻花建","39.1","13.9","+17.3","26Q1","0.68","3.46","2.85","2.24","1.53","-9.23","41.7","25.6","21.7","17.6","委託營造廠商興建國民住宅及商業大樓之出租出售業務"
"2546","根基","93.8","9.85","+14.9","26Q1","1.43","9.52","7.1","8.2","5.12","-24.4","61.7","21.9","17.2","22","土木、建築、水利及整地工程之承攬。各項基礎工程之承攬。橋樑、隧道工程之承攬。"
"2548","華固","102","7.94","+30,001","26Q1","2.28","10.15","4.58","12.95","7.84","+88.6","61.2","15","6.67","17.8","委託營造廠商興建商業大樓、國民住宅及廠辦之出租及出售室內裝潢業務及建材.機械買賣及進出口貿易業務委託營造廠興建一般工業用地之廠房倉庫出租等業務"
"2603","長榮","185.5","8.1","-8.3","26Q1","3.84","31.68","64.87","16.7","8.63","-481","35.3","11.8","26.8","7.59","G301011船舶運送業、G401011船務代理業G404011貨櫃集散站經營業、CD01070商港區船舶小修業ZZ99999除許可業務外，得經營法令非禁止或限制之業務"
"2618","長榮航","43.9","8.33","+14.3","26Q1","1.53","4.84","5.37","4.01","4.56","+593","63.2","19.7","24.5","21.7","國際航線之定期及不定期航空客貨運輸業務"
"2636","台驊控股","70.2","10.3","-3.72","26Q1","1.1","7.74","9.39","10.76","7.12","+47.3","56.9","10.5","13.9","17.2","一般投資業產業控股公司業"
"2643","捷迅","61.5","11.9","-17.3","26Q1","0.68","6.3","6.11","7.53","7.32","+104","30.5","11.1","11.2","13.8","整合型物流服務"
"2707","晶華","178.5","12.8","+3.63","26Q1","5.73","11.42","10.57","11.11","6.02","+1.09","65.4","31.6","27.3","31.6","經營國際觀光旅館;附中西餐廳咖啡廳夜總會酒吧會議廳健身房三溫暖商店等;停車場經營;旅館管理;休閒育樂產業設施諮詢顧問"
"2731","雄獅","148","8.65","+12.1","26Q1","4.17","17.49","9.81","15.21","8.65","+17.3","59.3","35.1","23.1","54.6","旅行業"
"2745","五福","107","11.7","+16.5","26Q1","3.44","10.01","9.07","7.87","7.01","+82.7","62.2","37.1","40.5","57.4","提供國.內外旅客團體旅遊商品或居間勞務銷售與服務"
"2751","王座","52.9","11.4","+36","26Q1","1.01","4.57","4.55","6.83","4.72","","60.8","19.5","22.3","55.1","經營連鎖餐飲品牌"
"2752","豆府","179","11.7","+11.4","26Q1","4.08","15.04","15.66","14.78","7.54","","54.5","29.1","32.4","34.4","餐飲業"
"2753","八方雲集","181.5","13.5","+6.56","26Q1","3.56","12.84","9.05","8.35","4.13","","52.7","20.7","16.3","15.8","餐飲銷售及連鎖加盟"
"2850","新產","141","10.1","+17","26Q1","3.99","12.28","10.47","9.22","5.16","+21.2","62.4","19.4","18","17.9","財產保險"
"2851","中再保","37.4","7.22","+204","26Q1","2.3","3.66","3.14","2.61","5.88","-12.1","60.2","13.8","12.6","11.6","H501031再保險業"
"2915","潤泰全","52","5.97","-30","26Q1","2.59","9.29","13","7.19","3.65","+6.94","9.9","9.39","13.5","8.4","天然棉．纖維．紡織品之製造加工染整印花營銷及進出口貿易業務農畜水產品．雜貨．衣著．建材．家具及裝飾品之批發及零售業務委託營造商興建國民住宅．商業大樓出租．出售業務"
"2916","滿心","40.8","10.1","+3.59","26Q1","1.26","3.96","4.19","4.61","8.82","+18.8","32.3","15.8","18.1","23","各種成衣針織品製造買賣業務代理國內外廠商有關產品經銷投標報價業務前項有關之進出口貿易業務"
